fecha_ingreso,hora_ingreso,nro_registro_interno,situacion,origen,es_anonima,tema,subtema,provincia,localidad,dependencia_alta,via_ingreso,derivacion_institucion,derivacion_fecha,derivacion_judicializa,derivacion2_institucion,derivacion2_fecha,derivacion2_judicializa,derivacion3_institucion,derivacion3_fecha,derivacion3_judicializa,denunciante_nacionalidad,denunciante_provincia,denunciante_localidad,denunciante_tipo,denunciante_como_conocio_la_linea,denunciante_genero,denunciante_edad_aparente,provincia_indec_id
2022-10-10,13:46,9405846525,Urgencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Ezeiza,PNR - Línea 145,Línea 145,Protex,2022-10-10 15:37,Sí,,,,,,,,Buenos Aires,Ezeiza,Denunciante - ciudadano,,Hombre,0,06
2022-10-10,14:15,1505846525,Urgencia,Institución - Comando de Patrullas de Malvinas Argentinas,No,Trata,"Explotación sexual niñas, niños y adolescentes-otros delitos",Buenos Aires,Malvinas Argentinas,PNR - Línea 145,Mail institucional,Protex,2022-10-10 14:17,Sí,,,,,,,,Buenos Aires,,Denunciante - institución,,Varón cis,0,06
2022-10-10,14:34,2505846525,Urgencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,,PNR - Línea 145,Línea 145,Protex,2022-10-11 07:01,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Varón cis,28,06
2022-10-11,09:04,1515846525,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Protex,2022-10-11 10:03,Sí,,,,,,,,Buenos Aires,,Denunciante - víctima indirecta,,Mujer,50,06
2022-10-11,09:45,2515846525,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,Buenos Aires,Gregorio de Laferrere,PNR - Línea 145,Línea 145,Protex,2022-10-11 10:48,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Varón cis,0,06
2022-10-11,11:01,3515846525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,Palermo,PNR - Línea 145,Línea 145,Protex,2022-10-11 11:16,Sí,,,,,,,,,,Denunciante - víctima indirecta,,Hombre,50,06
2022-10-11,11:25,4515846525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2022-10-11 12:17,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Mujer cis,0,02
2022-10-11,11:35,5515846525,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Malvinas Argentinas,PNR - Línea 145,Línea 145,Protex,2022-10-11 11:32,Sí,,,,,,,,Buenos Aires,Malvinas Argentinas,Denunciante - víctima indirecta,,Mujer,35,06
2022-10-11,13:23,6515846525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Protex,2022-10-11 13:22,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Hombre,45,06
2022-10-11,14:59,8425846525,Emergencia,Ciudadano,No,Trata,Explotación laboral,Córdoba,Río Primero,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-11 18:14,Sí,Protex,2022-10-11 16:32,No,,,,,Córdoba,,Denunciante - ciudadano,,Hombre,38,14
2022-10-11,18:59,7525846525,Emergencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Misiones,,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-11 20:19,Sí,Protex,2022-10-11 20:19,No,,,,,Misiones,,Denunciante - ciudadano,,Mujer,0,54
2022-10-11,20:30,8435846525,Urgencia,Ciudadano,No,Trata,"Explotación laboral niñas, niños y adolescentes",Buenos Aires,Malvinas Argentinas,PNR - Línea 145,Línea 145,Protex,2022-10-11 21:11,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer cis,32,06
2022-10-11,22:09,535846525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Protex,2022-10-11 22:52,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Mujer,27,02
2022-10-12,08:50,2535846525,Urgencia,Institución - Renatre,No,Trata,Explotación laboral,Santa Fe,Los Amores,PNR - Línea 145,Correo Institucional,Protex,2022-10-12 08:32,Sí,,,,,,,,Santa Fe,Santa Fe,Denunciante - institución,,Varón cis,0,82
2022-10-12,09:45,5535846525,Urgencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Misiones,Gobernador Roca,PNR - Línea 145,Línea 145,Protex,2022-10-12 10:27,Sí,,,,,,,,Misiones,,Denunciante - ciudadano,,Mujer,60,54
2022-10-12,09:59,6535846525,Urgencia,Ciudadano,No,Trata,Ofrecimiento,Buenos Aires,Lomas de Zamora,PNR - Línea 145,Línea 145,Protex,2022-10-12 12:28,Sí,,,,,,,,Buenos Aires,Banfield,Denunciante - víctima indirecta,Por recomendación,Mujer,0,06
2022-10-12,11:43,9445846525,Urgencia,Ciudadano,No,Trata,Explotación sexual,Mendoza,Godoy Cruz,PNR - Línea 145,Línea 145,Protex,2022-10-12 11:41,Sí,,,,,,,,Mendoza,,Denunciante - ciudadano,,Hombre,68,50
2022-10-12,12:14,545846525,Urgencia,Institución - Punto Focal de Corrientes- Consejo Federal de Lucha contra la Trata,No,Trata,Posible captación,Corrientes,Corrientes,PNR - Línea 145,Línea 145,Protex,2022-10-12 12:47,Sí,,,,,,,,Corrientes,,Denunciante - institución,,Hombre,41,18
2022-10-12,16:15,7545846525,Emergencia,Institución - AFIP,No,Trata,Explotación laboral,Corrientes,Ituzaingó,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-12 19:33,Sí,Protex,2022-10-12 17:14,No,,,,,Corrientes,,Denunciante - institución,,Hombre,0,18
2022-10-12,18:02,1555846525,Urgencia,Ciudadano,No,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2022-10-12 19:02,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - víctima directa,,Mujer,22,02
2022-10-12,19:01,2555846525,Urgencia,Ciudadano,No,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2022-10-12 19:12,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,Denunciante - víctima directa,,Mujer,22,02
2022-10-12,20:41,3555846525,Urgencia,Institución - Renatre,No,Trata,Explotación laboral,Corrientes,Villa Olivari,PNR - Línea 145,Línea 145,Protex,2022-10-12 20:35,Sí,,,,,,,,Corrientes,,Denunciante - institución,,Varón cis,0,18
2022-10-13,00:06,7555846525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Protex,2022-10-13 00:04,Sí,,,,,,,,Córdoba,,Denunciante - ciudadano,,Mujer,40,14
2022-10-13,08:30,3565846525,Urgencia,Institución - Centro Unión Empleados de Comercio de Gualeguay,No,Trata,Explotación laboral,Entre Ríos,Gualeguay,PNR - Línea 145,Línea 145,Protex,2022-10-13 09:41,Sí,,,,,,,,Entre Ríos,,Denunciante - institución,Derivado de otro organismo,Varón cis,0,30
2022-10-13,18:56,2575846525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Protex,2022-10-13 19:30,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer cis,40,06
2022-10-14,00:55,4575846525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Protex,2022-10-14 00:47,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer,0,06
2022-10-14,08:05,5575846525,Emergencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Policía Federal Argentina,2022-10-14 08:52,Sí,Protex,2022-10-14 08:52,No,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Hombre,0,02
2022-10-14,09:47,6575846525,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Río Negro,Coronel Belisle,PNR - Línea 145,Línea 145,Protex,2022-10-14 12:03,Sí,,,,,,,,Río Negro,,Denunciante - ciudadano,,Mujer,0,62
2022-10-14,11:50,7575846525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,Ezeiza,PNR - Línea 145,Línea 145,Protex,2022-10-14 13:18,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Hombre,38,06
2022-10-14,18:14,4584946525,Urgencia,Ciudadano,Sí,Trata,Oferta laboral engañosa,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2022-10-14 19:07,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Mujer,30,02
2022-10-14,19:45,5584946525,Emergencia,Ciudadano,No,Trata,Traslado de personas,Tucumán,Monteros,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-14 19:42,Sí,Protex,2022-10-14 19:42,No,,,,Argentina,Tucumán,,Denunciante - ciudadano,,Varón cis,0,90
2022-10-15,06:54,7584946525,Emergencia,Ciudadano,No,Trata,Traslado de personas,Tucumán,,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-15 06:51,Sí,,,,,,,Argentina,Tucumán,,Denunciante - víctima indirecta,,Varón cis,30,90
2022-10-16,01:38,9405946525,Emergencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Córdoba,Córdoba,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-16 02:38,Sí,Protex,2022-10-16 02:38,No,,,,,Córdoba,,Denunciante - ciudadano,,Mujer cis,40,14
2022-10-17,01:28,8425946525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,Junín,PNR - Línea 145,Línea 145,Protex,2022-10-17 01:22,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer,0,06
2022-10-17,11:09,6525946525,Urgencia,Ciudadano,Sí,Trata,Ofrecimiento,Buenos Aires,Junín,PNR - Línea 145,Línea 145,Protex,2022-10-17 11:48,Sí,,,,,,,Argentina,Buenos Aires,,Denunciante - ciudadano,,Mujer cis,0,06
2022-10-17,11:58,1535946525,Emergencia,Institución - Escuela Especial N°18,No,Trata,"Explotación sexual niñas, niños y adolescentes",Chaco,La Escondida,PNR - Línea 145,Línea 145,Protex,2022-10-17 13:19,Sí,,,,,,,,Chaco,La Escondida,Denunciante - institución,Guía de intervención en situaciones complejas de establecimiento escolar,Mujer cis,0,22
2022-10-17,12:56,3535946525,Urgencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,,PNR - Línea 145,Línea 145,Protex,2022-10-17 14:14,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,0,06
2022-10-17,18:44,8445946525,Emergencia,Ciudadano,Sí,Trata,Explotación laboral,Corrientes,Colonia Sargento J.B. Cabral,PNR - Línea 145,Línea 145,Protex,2022-10-17 19:17,Sí,,,,,,,Argentina,Corrientes,,Denunciante - institución,,Varón cis,0,18
2022-10-18,09:05,9465946525,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,Villa Lynch,PNR - Línea 145,Línea 145,Protex,2022-10-18 09:00,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer,0,06
2022-10-18,10:30,1565946525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2022-10-18 10:28,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer,0,06
2022-10-18,13:12,5565946525,Urgencia,Ciudadano,No,Trata,Publicidad de oferta sexual,Buenos Aires,,PNR - Línea 145,Línea 145,Protex,2022-10-18 13:10,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,Por recomendación,Hombre,33,06
2022-10-18,13:38,6565946525,Emergencia,Institución - MINISTERIO DE TRABAJO,No,Trata,Explotación laboral,Córdoba,Vicuña Mackenna,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-18 15:22,Sí,Protex,2022-10-18 15:22,No,,,,Argentina,Córdoba,,Denunciante - institución,,Varón cis,0,14
2022-10-18,17:11,5575946525,Urgencia,Ciudadano,No,Trata,Reducción a la servidumbre o situaciones análogas,Buenos Aires,Belén de Escobar,PNR - Línea 145,Línea 145,Protex,2022-10-18 17:50,Sí,,,,,,,,Buenos Aires,,Denunciante - víctima directa,,Varón cis,60,06
2022-10-18,18:33,8484056525,Urgencia,Ciudadano,No,Trata,Posible captación,Buenos Aires,,PNR - Línea 145,Línea 145,Protex,2022-10-18 19:20,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer,55,06
2022-10-18,18:35,9484056525,Emergencia,Institución - Comité Ejecutivo contra la Trata (Región NEA),No,Trata,"Explotación laboral niñas, niños y adolescentes",Corrientes,Bella Vista,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-18 19:14,Sí,Protex,2022-10-18 19:14,No,,,,,Corrientes,,Denunciante - institución,,Hombre,0,18
2022-10-19,11:15,594056525,Urgencia,Ciudadano,Sí,Trata,Otros delitos,,,PNR - Línea 145,Línea 145,Protex,2022-10-19 11:12,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,0,
2022-10-19,11:17,1594056525,Urgencia,Ciudadano,No,Trata,Servidumbre doméstica,Corrientes,Nueve de Julio,PNR - Línea 145,Línea 145,Protex,2022-10-19 11:42,Sí,,,,,,,,Mendoza,,Denunciante - ciudadano,,Hombre,30,18
2022-10-19,14:45,4594056525,Emergencia,Institución - Ministerio de Trabajo-RENATRE,No,Trata,Explotación laboral,Buenos Aires,Las Flores,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-19 15:32,Sí,Protex,2022-10-19 15:32,No,,,,,Buenos Aires,,Denunciante - institución,,Hombre,0,06
2022-10-19,17:55,7594056525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Mendoza,Mendoza,PNR - Línea 145,Línea 145,Protex,2022-10-19 18:36,Sí,,,,,,,,Mendoza,,Denunciante - ciudadano,,Mujer,49,50
2022-10-19,22:54,4505056525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,Bahía Blanca,PNR - Línea 145,Línea 145,Protex,2022-10-19 22:50,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer,0,06
2022-10-20,10:10,515056525,Emergencia,Institución - Min. de Trabajo de la Nación,No,Trata,Explotación laboral,Córdoba,Villa Carlos Paz,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-20 10:51,Sí,Protex,2022-10-20 10:51,No,,,,,Córdoba,,Denunciante - institución,,Mujer,33,14
2022-10-20,10:13,1515056525,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Santa Fe,Santa Fe,PNR - Línea 145,Línea 145,Protex,2022-10-20 12:01,Sí,,,,,,,,Santa Fe,,Denunciante - ciudadano,,Hombre,45,82
2022-10-20,11:46,2515056525,Urgencia,Ciudadano,No,Trata,"Explotación laboral niñas, niños y adolescentes",Jujuy,San Salvador de Jujuy,PNR - Línea 145,Línea 145,Protex,2022-10-20 12:52,Sí,,,,,,,,Jujuy,,Denunciante - víctima directa,,Hombre,39,38
2022-10-20,15:22,5515056525,Urgencia,Ciudadano,No,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2022-10-20 17:08,Sí,,,,,,,,,,Denunciante - ciudadano,,Hombre,40,02
2022-10-20,16:30,6515056525,Emergencia,Institución - Ministerio de Trabajo de la Nación,No,Trata,Explotación laboral,Córdoba,Villa Carlos Paz,PNR - Línea 145,Correo Institucional,Gendarmería Nacional Argentina,2022-10-20 16:48,Sí,Protex,2022-10-20 16:39,No,,,,,Córdoba,,Denunciante - ciudadano,,Mujer,0,14
2022-10-20,16:31,7515056525,Urgencia,Institución - Ministerio de Trabajo de la Nación,No,Trata,Explotación laboral,Ciudad Autónoma de Buenos Aires,Flores,PNR - Línea 145,Correo Institucional,Protex,2022-10-20 17:12,Sí,,,,,,,,,,Denunciante - institución,,Mujer cis,0,02
2022-10-21,01:22,2525056525,Emergencia,Ciudadano,No,Trata,Explotación laboral,Jujuy,San Salvador de Jujuy,PNR - Línea 145,Correo Institucional,Protex,2022-10-21 01:17,Sí,,,,,,,Argentina,Jujuy,,Denunciante - ciudadano,,Hombre,0,38
2022-10-21,09:41,6525056525,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2022-10-21 10:18,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Mujer,0,02
2022-10-21,14:17,535056525,Urgencia,Ciudadano,Sí,Trata,Otros delitos,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Protex,2022-10-21 14:59,Sí,,,,,,,,Tucumán,,Denunciante - ciudadano,,Hombre,28,90
2022-10-21,15:52,1535056525,Urgencia,Ciudadano,No,Trata,Oferta laboral engañosa,Tucumán,San Miguel de Tucumán,PNR - Línea 145,Línea 145,Protex,2022-10-26 03:48,Sí,,,,,,,Argentina,,,Denunciante - institución,,Mujer cis,0,90
2022-10-21,16:18,2535056525,Emergencia,Institución - Renatre,No,Trata,Explotación laboral,Santiago del Estero,Santiago del Estero,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-21 16:45,Sí,Protex,2022-10-21 19:55,No,,,,,,,Denunciante - institución,,Mujer,0,86
2022-10-21,17:24,3535056525,Emergencia,Institución - Línea 144,No,Trata,Explotación laboral,Ciudad Autónoma de Buenos Aires,Boedo,PNR - Línea 145,Correo Institucional,Protex,2022-10-21 17:13,Sí,Gendarmería Nacional Argentina,2022-10-21 19:57,Sí,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - institución,,No sabe / no contesta,0,02
2022-10-21,18:16,4535056525,Emergencia,Institución - Ministerio de Trabajo de la Nación,No,Trata,Explotación laboral,Santiago del Estero,La Banda,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-21 18:04,Sí,Protex,2022-10-21 18:04,No,,,,,,,Denunciante - institución,,Mujer,0,86
2022-10-22,09:15,5545056525,Urgencia,Ciudadano,Sí,Trata,"Explotación laboral niñas, niños y adolescentes",Jujuy,San Salvador de Jujuy,PNR - Línea 145,Línea 145,Protex,2022-10-22 10:02,Sí,,,,,,,,Jujuy,,Denunciante - ciudadano,Derivado de otro CAJ,Hombre,39,38
2022-10-23,01:16,8484156525,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Ingeniero Adolfo Sourdeaux,PNR - Línea 145,Línea 145,Protex,2022-10-23 01:10,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer cis,60,06
2022-10-24,08:35,6505156525,Urgencia,Ciudadano,Sí,Trata,Reducción a la servidumbre o situaciones análogas,Chaco,Machagai,PNR - Línea 145,Línea 145,Protex,2022-10-24 16:33,Sí,,,,,,,,Chaco,,Denunciante - ciudadano,,Mujer,0,22
2022-10-24,10:01,9415156525,Emergencia,Ciudadano,No,Trata,Explotación laboral,Córdoba,Vicuña Mackenna,PNR - Línea 145,Correo Institucional,Protex,2022-10-24 09:57,Sí,,,,,,,Argentina,Córdoba,,Denunciante - institución,,Varón cis,0,14
2022-10-24,12:43,5515156525,Urgencia,Ciudadano,Sí,Trata,Servidumbre doméstica,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-24 16:10,Sí,Protex,2022-10-24 14:09,No,,,,,Córdoba,,Denunciante - ciudadano,Por recomendación,Mujer cis,0,14
2022-10-24,16:42,1525156525,Urgencia,Ciudadano,Sí,Trata,Grooming,Misiones,Posadas,PNR - Línea 145,Línea 145,Protex,2022-10-24 17:35,Sí,,,,,,,Argentina,Misiones,,Denunciante - ciudadano,,Mujer cis,0,54
2022-10-24,18:52,3525156525,Urgencia,Institución - Ministerio de Trabajo Empleo y Seguridad Social,No,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Correo Institucional,Protex,2022-10-24 18:58,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - institución,,Mujer cis,0,02
2022-10-24,22:11,8435156525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Río Negro,San Carlos de Bariloche,PNR - Línea 145,Línea 145,Protex,2022-10-24 22:13,Sí,,,,,,,,Río Negro,,Denunciante - ciudadano,Por publicidad en Internet,Mujer cis,36,62
2022-10-25,08:32,3555156525,Emergencia,Ciudadano,No,Trata,Explotación laboral,Córdoba,Los Morteros,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-25 09:52,Sí,Protex,2022-10-25 09:52,No,,,,,Misiones,Aristóbulo del Valle,Denunciante - ciudadano,,Hombre,0,14
2022-10-25,11:29,6555156525,Emergencia,Institución - Ministerio de Trabajo Empleo y Seguridad Social de la Nación,No,Trata,Explotación laboral,Ciudad Autónoma de Buenos Aires,Ciudad Autónoma de Buenos Aires,PNR - Línea 145,Línea 145,Protex,2022-10-25 12:20,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - institución,,Varón cis,0,02
2022-10-25,11:30,7555156525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Buenos Aires,Belén de Escobar,PNR - Línea 145,Línea 145,Protex,2022-10-25 11:28,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer,0,06
2022-10-25,12:02,8465156525,Emergencia,Institución - Dirección de Migraciones,No,Trata,Explotación sexual,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-25 12:20,Sí,Protex,2022-10-25 12:20,No,,,,,Córdoba,,Denunciante - institución,,Mujer,0,14
2022-10-25,13:01,1565156525,Emergencia,Institución - Direccion de Migraciones,No,Trata,Explotación sexual,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-25 12:47,Sí,Protex,2022-10-25 12:47,No,,,,,Córdoba,,Denunciante - institución,,Mujer,0,14
2022-10-25,14:38,2565156525,Emergencia,Institución - Ministerio de Trabajo,No,Trata,Explotación laboral,Córdoba,San Francisco del Chañar,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-25 15:42,Sí,Protex,2022-10-25 15:42,No,,,,,Córdoba,,Denunciante - institución,,Hombre,0,14
2022-10-25,14:38,3565156525,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,Malvinas Argentinas,PNR - Línea 145,Línea 145,Protex,2022-10-25 14:33,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Mujer cis,60,06
2022-10-25,16:57,8475156525,Urgencia,Ciudadano,No,Trata,Explotación laboral,Buenos Aires,Balcarce,PNR - Línea 145,Línea 145,Protex,2022-10-25 17:27,Sí,,,,,,,,Buenos Aires,,Denunciante - víctima directa,,Mujer,41,06
2022-10-25,18:02,2575156525,Emergencia,Institución - Renatre,No,Trata,Explotación laboral,Entre Ríos,Colón,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-25 18:57,Sí,Protex,2022-10-25 18:57,No,,,,,Entre Ríos,,Denunciante - institución,,Hombre,0,30
2022-10-25,21:05,5575156525,Emergencia,Ciudadano,No,Trata,Reducción a la servidumbre o situaciones análogas,Córdoba,Córdoba,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-25 22:19,Sí,Protex,2022-10-25 21:13,No,,,,,Córdoba,,Denunciante - ciudadano,,Mujer,23,14
2022-10-26,10:49,9405256525,Urgencia,Ciudadano,Sí,Trata,"Explotación sexual niñas, niños y adolescentes",Tierra del Fuego,Río Grande,PNR - Línea 145,Línea 145,Protex,2022-10-26 12:07,Sí,,,,,,,,Tierra del Fuego,,Denunciante - ciudadano,Google,Mujer,0,94
2022-10-26,17:54,5505256525,Urgencia,Ciudadano,Sí,Trata,"Explotación laboral niñas, niños y adolescentes",Buenos Aires,La Plata,PNR - Línea 145,Línea 145,Protex,2022-10-26 17:46,Sí,,,,,,,,Buenos Aires,,Denunciante - ciudadano,,Hombre,0,06
2022-10-27,09:52,525256525,Urgencia,Ciudadano,Sí,Trata,Posible captación,,,PNR - Línea 145,Línea 145,Protex,2022-10-27 12:04,Sí,,,,,,,,,,Denunciante - ciudadano,,Mujer,60,
2022-10-27,09:54,1525256525,Urgencia,Ciudadano,Sí,Trata,"Explotación laboral niñas, niños y adolescentes",Catamarca,San Fernando del Valle de Catamarca,PNR - Línea 145,Línea 145,Protex,2022-10-27 10:30,Sí,,,,,,,,Catamarca,,Denunciante - ciudadano,,Mujer,50,10
2022-10-27,12:54,5525256525,Emergencia,"Institución - Migraciones Prto. Madryn, Chubut",No,Trata,"Explotación laboral niñas, niños y adolescentes",Chubut,Puerto Madryn,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-27 13:20,Sí,Protex,2022-10-27 13:11,No,,,,,Chubut,,Denunciante - institución,,Hombre,40,26
2022-10-27,17:05,8435256525,Urgencia,Ciudadano,Sí,Trata,Explotación sexual,Ciudad Autónoma de Buenos Aires,Belgrano,PNR - Línea 145,Correo Institucional,Protex,2022-10-27 17:02,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,No sabe / no contesta,0,02
2022-10-28,09:45,8445256525,Urgencia,Ciudadano,Sí,Trata,Explotación laboral,Entre Ríos,Cerrito,PNR - Línea 145,Línea 145,Protex,2022-10-28 10:32,Sí,,,,,,,,Entre Ríos,,Denunciante - ciudadano,,Mujer,47,30
2022-10-28,10:29,545256525,Urgencia,Ciudadano,Sí,Trata,Reducción a la servidumbre o situaciones análogas,Entre Ríos,Gualeguaychú,PNR - Línea 145,Línea 145,Comisarías,2022-10-28 11:14,Sí,,,,,,,,Entre Ríos,,Denunciante - ciudadano,,Hombre,0,30
2022-10-28,11:03,1545256525,Urgencia,Ciudadano,No,Trata,Persona desaparecida,Ciudad Autónoma de Buenos Aires,Buenos Aires,PNR - Línea 145,Línea 145,Protex,2022-10-28 11:35,Sí,,,,,,,,Ciudad Autónoma de Buenos Aires,,Denunciante - ciudadano,,Mujer cis,42,02
2022-10-28,14:08,8455256525,Emergencia,Ciudadano,Sí,Trata,"Explotación laboral niñas, niños y adolescentes",Salta,,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-28 15:34,Sí,Protex,2022-10-28 15:02,No,,,,,,,Denunciante - ciudadano,,Mujer,0,66
2022-10-28,14:43,9455256525,Urgencia,Ciudadano,No,Trata,"Explotación sexual niñas, niños y adolescentes",Buenos Aires,José C. Paz,PNR - Línea 145,Línea 145,Gendarmería Nacional Argentina,2022-10-28 15:33,Sí,Protex,2022-10-28 15:33,No,,,,,Buenos Aires,Del Viso,Denunciante - ciudadano,,Mujer cis,0,06
